tweet,label,sw_count,len_tweet,asterisk
 bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,NOTABU,1,114,0
a bitch built like that could beat my ass all she wants url,NOTABU,2,59,0
 trash,NOTABU,0,6,0
 very pathetic man ,EXP,1,19,0
 she is new psychology thinker who think about religion and so aggressive on her thought before deeply think on hinduism 😀😀😀,NOTABU,0,124,0
 shouldve played saint marie instead of london docks saint was ass for me ,NOTABU,1,74,0
 thank goodness he is not mn passive aggressive love it!!,NOTABU,0,57,0
 we can empty all our prisons also and just say they broke no laws.....liberal logic.,NOTABU,0,85,0
 she is an angel much love to her!,NOTABU,0,34,0
 for what why are you asking for his arrest liberals being butthurt for  months is not an impeachable offense.,NOTABU,0,110,0
 the tolerant left,NOTABU,0,18,0
 you must be talking about hateful conservatives.,NOTABU,1,49,0
 thats correct!! maga,NOTABU,0,21,0
 show me a single case where antifa have actually murdered someone because the far right murdered someone at charlottesville hypocrisy works both ways.,NOTABU,1,151,0
 if bobby is fit thats exactly what i would say but not sure if he is or not,NOTABU,0,76,0
 the only white people that thank jesus are republicans amp ex-crackheads so say america-hating liberals about christians many ex-dems thank jesus too amp many former emmys watchers we thank jesus daily for our country our &amp the ability to turn you off ,NOTABU,0,256,0
 does skip realize that by saying you should become a professional tweeter that he is kind of shitting on sports casters how many td receptions skip have this year?,NOTABU,1,164,0
 this leftist is what is wrong in liberal colleges more ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts  ,IMP,0,211,0
 she is just feeling his touch first time😍😍😍😍😍😍,NOTABU,0,47,0
" this is great mark the great one levin and candace the great owens together this team is unbeatable they just sent liberals into a frenzy again a whole block of liberal voters just had their heads explode and...sadly alyssa milano just wet her pants again great team!""",IMP,1,269,0
 stratadata ai data hairball tdavis touring the application of cognitive and machinelearning techniques to speed governance of data url,NOTABU,0,135,0
 you are grossly misinterpreting who is against this people across all parties condemn this action look no further than bill davis and brian mulroney to see that even conservatives think this is a horrible decision.,NOTABU,1,215,0
 i wasn't proposing scare tactics i really meant what i said trump can easily pull the good maga republicans and can easily steal enough votes from gop dem and independents and will bring fresh breath to our rotten politics think about it.,IMP,1,239,0
 only a liberal would support a liberal that spent a million to get liberals elected to office libfail url,IMP,0,106,0
 notice how everyone avoids this tweet ️☝ they might think you are referring to them  but not me comrade i stalk everyone 🤟,NOTABU,0,123,0
 it’s so weirdly vicious and bitter to extrapolate from everyone should have access to decent healthcare to liberals think all criminals should be free. it reveals a pretty brutalist and impenetrable mind.,IMP,1,205,0
 what the fuck game are you watching?,NOTABU,1,37,0
 he is all grown up😭😭😭,NOTABU,0,22,0
health amp nature under threat from uk us url,NOTABU,0,45,0
 why didn't kavanaugh need terms guilty people those are the ones that need terms let me clue you in they're worried that she is going to make a terrible impression and will not be believable they're trying to manage that concern.,NOTABU,0,230,0
 don’t perpetuate colonialism if you are going to talk about puertorico you must have puerto ricans in the panel jeezuz.fucking.christ how difficult can that be diásporaenresistencia url,NOTABU,0,186,0
an anonymous message to antifa q qanon thegreatawakening commieclowns resistancerises resistance url,NOTABU,0,100,0
 antifa has no place in society!,NOTABU,0,32,0
 has two votes in our home west texas is stoked about him he is inspiring he can do this!,NOTABU,0,89,0
 why why are liberals so trashy?,IMP,0,32,0
 grape!,NOTABU,0,7,0
 hello somebody need hyukjae now she is in danger by watching your fancams,NOTABU,0,74,0
 he never did show much intelligence.,NOTABU,0,37,0
 yes i saw this and i will say tapper kept basket her and she kept coming back with stupid answers and he finally gave up i don’t think he is a big fan of her policies he’s not that stupid please,IMP,1,195,0
 if you go by anything other than he or she you are fucked in the head.,EXP,1,71,0
 are you sure she was't just thinking about herself.,NOTABU,0,52,0
 url it's a guy guy looks like a sheila qanon maga greatawakening crocodile dundee url,NOTABU,0,86,0
 here's the problem...if you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook isn't facilitating a drug war somewhat similar?,NOTABU,0,244,0
 all you need to know is he is empty inside,EXP,0,43,0
 oh dear i’m so sorry you are having migraine i have them as well sending up prayers for you ️😊🌹,NOTABU,0,96,0
" my sister by far she is the kindest sweetest person alive use to be my grandma but she passed in may that woman was a saint even had a song written about her my mom's a saint"" written by her children of course url",NOTABU,1,214,0
 the liberals are mentally unstable!!,EXP,0,37,0
 who authorized a search warrant of mr jean home racist what about her drug test this is premediated murder he will not be slandered he is the victim.,NOTABU,0,150,0
 what would this line putz know about what conservatives think?,NOTABU,0,63,0
 dude. why r u trolling ash rock z . he is our guy. just in a hurry to see bjp govt in state.,NOTABU,0,93,0
 she’s said before that she will always be praying for him even tho she can’t do anything i’m sure she is heart broken as well at the events,NOTABU,0,140,0
 which one is it is there an active threat that you could be shot that is driving the need for gun control or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun?,NOTABU,1,203,0
 get a life!,NOTABU,0,12,0
 containers of hurricane donations found rotting in puerto rico parking lot url,NOTABU,0,79,0
  followed all fantastic maga patriots look forward to you following back thank you &amp have a wonderful day 🇸🙏💕,NOTABU,0,113,0
 the suicide rate in america is similar to other countries that have strict gun control.they use other url the u.k jumping from cliffs and bridges is a common method.,NOTABU,0,166,0
 are you joining antifa?,NOTABU,0,24,0
 apparently durbin has amnesia,NOTABU,0,30,0
5/ canada has regulated firearms since the last quarter of the 9th century those laws have probably contributed to canada having only  as many handguns in circulation as in the us url,NOTABU,0,183,0
 i have heard he is making waves,NOTABU,0,32,0
 it’s anita hill versus clarence thomas all over again i hope this confirmation process has the same end result maga 👍🏼👏🏼🙏🏼✌🏼👮🏻👩🏻‍✈️🇺🇸🇵🇷,NOTABU,0,136,0
 boi if you don't,NOTABU,0,17,0
3rd time in my teacher career that i’ve had a parent tell me that he/she is praying for me i always consider that a win 🏻👏 teacherlife prayalloftheprayers url,NOTABU,1,158,0
 you are most welcome!! whysjamescryin???,NOTABU,0,41,0
 funny watching these liberals all of a sudden do a 8 on being transparent warner had no problems with leaks now when the truth is out he has issues its over some people are in big trouble warner is likely one of them.,NOTABU,1,218,0
 brown like you,NOTABU,0,15,0
  you ladies always make me smile..if you know what i mean ,NOTABU,0,59,0
thursdaythoughts fuck liberals forever.,EXP,1,39,0
 did you have to scalp custer ,NOTABU,0,30,0
 once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the a criminal don't care about gun laws.,NOTABU,0,156,0
" nothing abusive should ever be done to anyone including the women and people of this country she is putting under horrible stress worrying about what she is going to do this should have been an easy no from her if she is who she says she is and i agree with you gabby!""",NOTABU,2,270,0
